,phrase,contaminant,date,city,county,main city,main county,title,page_url
178," Nitrates are a byproduct of nitrogen in fertilizers used in agriculture for decades, although some farmers point out nitrates also occur naturally.",nitrate,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
179,LoBue said the answer to the nitrate problem in drinking water should not involve the enforcement division of the state board.,nitrate,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
180," “It’s the only mechanism we have” to help the small water systems serving poor communities get nitrate-free drinking water, she said.",nitrate,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
181,"6 million people rely on groundwater polluted by nitrates, including many of the poorest communities in the state.",nitrate,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
182,"”Problems with the waterThe problem of nitrates in drinking water has been a ticking time bomb in farm country for years, especially since 2010, when the Legislature ordered the State Water Resources Control Board to prepare a report about nitrates in drinking water.",nitrate,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
183,"Two years later, the Harter report from UC Davis came out, stating that 96 percent of human-generated nitrates entering groundwater in the Tulare Lake Basin and Salinas Valley came from cropland.",nitrate,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
184,"Tulare County Supervisor Allen Ishida, a citrus farmer from Lindsay, said the report failed to determine exactly where nitrates came from.",nitrate,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
185,"“Harter was not asked to source the nitrates or age the water,” he said, pointing out that some water has been in the ground for eons and that nitrates can (come) from sources besides farms.",nitrate,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
186,"Cristobal Chavez, 58, tested his well at his home near Poplar four months ago and found it was too high in nitrates to be safe to drink.",nitrate,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
187,"html A state water agency has told some farmers in Tulare County that their operations caused nitrates to get into drinking water, and that the contamination must be replaced with a clean source.",nitrates,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
188," Nitrates are a byproduct of nitrogen in fertilizers used in agriculture for decades, although some farmers point out nitrates also occur naturally.",nitrates,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
189,"6 million people rely on groundwater polluted by nitrates, including many of the poorest communities in the state.",nitrates,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
190,"”Problems with the waterThe problem of nitrates in drinking water has been a ticking time bomb in farm country for years, especially since 2010, when the Legislature ordered the State Water Resources Control Board to prepare a report about nitrates in drinking water.",nitrates,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
191,"Two years later, the Harter report from UC Davis came out, stating that 96 percent of human-generated nitrates entering groundwater in the Tulare Lake Basin and Salinas Valley came from cropland.",nitrates,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
192,"Tulare County Supervisor Allen Ishida, a citrus farmer from Lindsay, said the report failed to determine exactly where nitrates came from.",nitrates,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
193,"“Harter was not asked to source the nitrates or age the water,” he said, pointing out that some water has been in the ground for eons and that nitrates can (come) from sources besides farms.",nitrates,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
194,"Cristobal Chavez, 58, tested his well at his home near Poplar four months ago and found it was too high in nitrates to be safe to drink.",nitrates,"October 22, 2016","['davis', 'poplar', 'salinas', 'fresno', 'tulare']",['tulare'],tulare,tulare,State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
195," Residents of Arvin explained that although they live in a low-income community, they have had great difficulty accessing adequate funding to finance a water treatment facility, which means residents have been dealing with arsenic-contaminated water for over 10 years.",arsenic,"October 07, 2016","['fresno', 'arvin', 'porterville']",[],fresno,,AGUA and CWC Host Federal EPA Officials - Community Water Center,https://www.communitywatercenter.org/epa_officials
196," For instance, Seville residents had recently received a boil water notice that said to boil water to address bacterial contamination, but not to serve boiled water to infants because it might have high nitrate levels.",nitrate,"October 07, 2016","['fresno', 'arvin', 'porterville']",[],fresno,,AGUA and CWC Host Federal EPA Officials - Community Water Center,https://www.communitywatercenter.org/epa_officials
197," These confusing messages, which left older residents wondering why their health wasn’t of concern with nitrates, which can cause cancer through long-term consumption.",nitrate,"October 07, 2016","['fresno', 'arvin', 'porterville']",[],fresno,,AGUA and CWC Host Federal EPA Officials - Community Water Center,https://www.communitywatercenter.org/epa_officials
198," These confusing messages, which left older residents wondering why their health wasn’t of concern with nitrates, which can cause cancer through long-term consumption.",nitrates,"October 07, 2016","['fresno', 'arvin', 'porterville']",[],fresno,,AGUA and CWC Host Federal EPA Officials - Community Water Center,https://www.communitywatercenter.org/epa_officials
199," 29 community leaders from the San Joaquin Valley held a roundtable discussion with federal EPA Office of Water administrators, as well as administrators at EPA Region 9 and the State Water Board.",lead,"October 07, 2016","['fresno', 'arvin', 'porterville']",[],fresno,,AGUA and CWC Host Federal EPA Officials - Community Water Center,https://www.communitywatercenter.org/epa_officials
200,"SB 1398 (Leyva) will develop an inventory of lead pipes in California’s water distribution, allowing us to better address water contamination caused by distribution lines.",lead,"October 06, 2016",[],[],,,Governor Brown Signs 6 Water Justice Bills into Law! - Community Water Center,https://www.communitywatercenter.org/governor_signs_water_justice_bills
201,"With leadership from our allies and community partners, we achieved a lot together this 2016 legislative session! Watch a video from CWC's Policy Director, Jonathan Nelson about this year's policy wins!  policyLike us to spread the wordTweet.",lead,"October 06, 2016",[],[],,,Governor Brown Signs 6 Water Justice Bills into Law! - Community Water Center,https://www.communitywatercenter.org/governor_signs_water_justice_bills
202,"“It’s a five-alarm fire in the San Joaquin Valley,” said Jay Ziegler of the Nature Conservancy, which has pleaded for stricter statewide restrictions on pumping.",lead,"September 26, 2016","['davis', 'poplar', 'porterville', 'firebaugh', 'fresno', 'tulare']",['tulare'],tulare,tulare,"Farmers say, ‘No apologies,’ as well drilling hits record levels in San Joaquin Valley - Community Water Center",https://www.communitywatercenter.org/well_drilling
203," CWC commends the Arvin City Council for their leadership on this issue, and for supporting the campaign to regulate a health protective MCL of 5 ppt for cancer-causing contaminant 1,2,3-TCP.",lead,"September 21, 2016",['arvin'],['kern'],arvin,kern,"Arvin City Council Adopts Resolution for Health-Protective 1,2,3-TCP MCL! - Community Water Center",https://www.communitywatercenter.org/arvin_adopts_resolution_123tcp_mcl
204,"Agricultural fertilizers as well as cow manure from dairy farms have led to domestic wells in California's Central Valley having dangerously high levels of nitrates ©Robyn Beck (AFP)For years, Cristobal Chavez has been drinking the water directly from the faucet, never imagining that he, his wife and their children were in danger of nitrate poisoning.",nitrate,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
205,"Several months ago, the Community Water Center (CWC) nonprofit association discovered that water in the family's well contained twice as many nitrates as the maximum allowed under state standards.",nitrate,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
206,"According to a study by the University of California, Davis, some 250,000 people in the region are at risk of excessive exposure to nitrates.",nitrate,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
207,"- 'Health emergency' -The toxic effects of nitrates are widely recognized by World Health Organization and US health officials, and are particularly dangerous for children and pregnant women.",nitrate,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
208,"California's Public Health Department was unable to provide statistics on blue baby syndrome, and says it does not collect data on the broader impact of nitrates in the Central Valley.",nitrate,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
209,"Honorio Nunez, who is Mexican and makes a living picking oranges, discovered with the help of CWC that his tap water in Porterville is contaminated with nitrates and bacteria.",nitrate,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
210,"""The vast number of smaller communities with this nitrate contamination are a ticking time bomb,"" Brockovich said.",nitrate,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
211,"Authorities have indicated a willingness to toughen legislation on the amount of nitrates farmers can use, but are still in the information gathering stage.",nitrate,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
212,"""If we don't do anything 80 percent of people (in parts of the Central Valley) could be impacted by nitrates by 2050,"" said Deborah Ores of the CWC.",nitrate,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
213,"But when they find out about the nitrates, all hope will be lost, he said.",nitrate,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
214,"Agricultural fertilizers as well as cow manure from dairy farms have led to domestic wells in California's Central Valley having dangerously high levels of nitrates ©Robyn Beck (AFP)For years, Cristobal Chavez has been drinking the water directly from the faucet, never imagining that he, his wife and their children were in danger of nitrate poisoning.",nitrates,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
215,"Several months ago, the Community Water Center (CWC) nonprofit association discovered that water in the family's well contained twice as many nitrates as the maximum allowed under state standards.",nitrates,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
216,"According to a study by the University of California, Davis, some 250,000 people in the region are at risk of excessive exposure to nitrates.",nitrates,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
217,"- 'Health emergency' -The toxic effects of nitrates are widely recognized by World Health Organization and US health officials, and are particularly dangerous for children and pregnant women.",nitrates,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
218,"California's Public Health Department was unable to provide statistics on blue baby syndrome, and says it does not collect data on the broader impact of nitrates in the Central Valley.",nitrates,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
219,"Honorio Nunez, who is Mexican and makes a living picking oranges, discovered with the help of CWC that his tap water in Porterville is contaminated with nitrates and bacteria.",nitrates,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
220,"Authorities have indicated a willingness to toughen legislation on the amount of nitrates farmers can use, but are still in the information gathering stage.",nitrates,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
221,"""If we don't do anything 80 percent of people (in parts of the Central Valley) could be impacted by nitrates by 2050,"" said Deborah Ores of the CWC.",nitrates,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
222,"But when they find out about the nitrates, all hope will be lost, he said.",nitrates,"September 20, 2016","['davis', 'porterville']",[],porterville,,Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
223," Within California, according to Community Water Center(CWC), a well-respected grassroots organization working to address water and equity issues in California’s Central Valley, thousands of people in the San Joaquin River Basin in the southern Central Valley have no clean drinking water due to drought or contamination of ground water supplies with arsenic, nitrates, or pesticides.",arsenic,"September 14, 2016",[],[],,,"For Some People in the U.S., Every Day is a Day without Water - Community Water Center",https://www.communitywatercenter.org/for_some_people
224," Within California, according to Community Water Center(CWC), a well-respected grassroots organization working to address water and equity issues in California’s Central Valley, thousands of people in the San Joaquin River Basin in the southern Central Valley have no clean drinking water due to drought or contamination of ground water supplies with arsenic, nitrates, or pesticides.",nitrate,"September 14, 2016",[],[],,,"For Some People in the U.S., Every Day is a Day without Water - Community Water Center",https://www.communitywatercenter.org/for_some_people
225," The Quintana family, like other residents of Seville, CA, had access only to ground water contaminated with nitrate at levels that were much higher than federal health standards deem safe.",nitrate,"September 14, 2016",[],[],,,"For Some People in the U.S., Every Day is a Day without Water - Community Water Center",https://www.communitywatercenter.org/for_some_people
226," Within California, according to Community Water Center(CWC), a well-respected grassroots organization working to address water and equity issues in California’s Central Valley, thousands of people in the San Joaquin River Basin in the southern Central Valley have no clean drinking water due to drought or contamination of ground water supplies with arsenic, nitrates, or pesticides.",nitrates,"September 14, 2016",[],[],,,"For Some People in the U.S., Every Day is a Day without Water - Community Water Center",https://www.communitywatercenter.org/for_some_people
227," At a national level, we’re supporting efforts like NRDC’srecent report examining the scope of lead in drinking water.",lead,"September 14, 2016",[],[],,,"For Some People in the U.S., Every Day is a Day without Water - Community Water Center",https://www.communitywatercenter.org/for_some_people
228,"California’s Community Water Center reports that water systems serving predominantly Latino and low-income communities have disproportionately high occurrences of arsenic and nitrate contamination, and that many low-income residents in affected areas are paying up to 10 percent of their monthly income to purchase clean, safe water.",arsenic,"September 06, 2016",['davis'],[],davis,,California Or A Third World Country? - Community Water Center,https://www.communitywatercenter.org/third_world_country
229,"California’s Community Water Center reports that water systems serving predominantly Latino and low-income communities have disproportionately high occurrences of arsenic and nitrate contamination, and that many low-income residents in affected areas are paying up to 10 percent of their monthly income to purchase clean, safe water.",nitrate,"September 06, 2016",['davis'],[],davis,,California Or A Third World Country? - Community Water Center,https://www.communitywatercenter.org/third_world_country
230,"In addition, the University of California, Davis, Center for Poverty reports that a lack of access to clean drinking water in rural California communities is leading residents to turn to sugary drinks and soda, which contributes to an increase in obesity and Type 2 diabetes.",lead,"September 06, 2016",['davis'],[],davis,,California Or A Third World Country? - Community Water Center,https://www.communitywatercenter.org/third_world_country
231," SB 1398 (Leyva) would develop an inventory of lead pipes in California’s water distribution, allowing us to better address water contamination caused by distribution lines.",lead,"September 06, 2016",[],[],,,2016 Legislative Wrap Up - Community Water Center,https://www.communitywatercenter.org/2016_legislative_wrap_up
232, AB 2124 (Garcia) would have required lead and copper testing from fountains in schools; AB 2099 (Stone) would have worked towards allowing low-income Californians to use their EBT cards to purchase drinking water; SB 1317 (Wolk)  would have promoted groundwater sustainability by requiring drought-impacted groundwater basins to analyze the potential effects of permitting new wells; SB 1318 (Wolk) would have created a plan towards connecting communities who currently lack wastewater services or a sustainable source of drinking water to existing systems.,lead,"September 06, 2016",[],[],,,2016 Legislative Wrap Up - Community Water Center,https://www.communitywatercenter.org/2016_legislative_wrap_up
233,"Even when municipal water systems' lead levels are considered perfectly fine by federal standards, the metal can leach into tap water from lead plumbing.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
234,"But that was before Flint, and it never occurred to her to test her drinking water for lead.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
235,"No one — not her pediatrician, not authorities at her local water utility and not the realtor who sold her the home she lives in — suggested that she might have a problem with lead.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
236,"In April, she learned that her home is one of more than an estimated 6 million in America that gets its water delivered through a lead service line.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
237,"When There's Lead UndergroundWhen there is a problem with lead in drinking water, service lines are the most likely culprit.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
238,"In older cities, many of them in the Midwest and Northeast, these service lines can be made of pure lead.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
239,"Wherever lead service lines are in place, there is a risk of water contamination.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
240,"Civil engineer Marc Edwards, the Virginia Tech professor who helped document the lead problems with water in Flint, calls lead service lines ""ticking time bombs.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
241," Bruce Lanphear has spent decades researching low-level lead exposure, and his work is often cited by the Centers for Disease Control and Prevention.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
242," He says that while blood lead levels have been reduced drastically in recent decades, even levels as low as 5 micrograms per deciliter can lower IQs and increase the risk of attention and behavioral problems in children.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
243," For adults, lead exposure can cause kidney problems and high blood pressure.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
244,"Because it would be unethical to expose people to a known toxin, clear data are lacking on exactly how much lead a person must be exposed to before it shows up in the blood or triggers health and behavioral problems.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
245, Public health officials say that removing all lead from a person's environment is the best course of action.,lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
246,"Wherever lead service lines or other lead plumbing fixtures exist, there are precautions people can take to protect themselves — if they know they are at risk.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
247, They can purchase a filter certified for lead removal.,lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
248," Ultimately, they can replace lead service lines and lead plumbing in the house, though those replacements can be costly.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
249,"Still, there aren't any federal notification laws for the presence of lead plumbing as there are for lead paint.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
250," Landlords aren't required to warn tenants about lead pipes, and realtors don't need to tell potential buyers.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
251,"Gilles, who has a master's degree in public health, said she felt silly for not looking into lead risks from pipes.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
252,"Lead Regulations: 'Illusion Of Safety' Or Protection?After learning that her house has lead pipes, she ordered a test kit from DC Water, the local authority.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
253,"7 parts per billion of lead in the water, far below the EPA's so-called action level, set at 15 parts per billion.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
254,"The EPA seeks to control lead in the drinking water with its Lead and Copper Rule, created in 1991.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
255," The rule says that, depending on factors like how big a city is and how long it has been since high lead levels were last detected, water utilities have to test the water in between 50 and 100 homes with lead service lines every six months to nine years.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
256,"If 90 percent of homes have lead below the 15 parts per billion action level, the water utility passes the test.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
257,"Also, according to the EPA's own research, the current lead sampling protocol requires water be collected immediately after the water has been stagnant for six hours.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
258," That means they are likely capturing the water that has been sitting inside the house, rather than the water that has been sitting in the lead service line.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
259,"In addition, critics say, the EPA's trigger for action — or so-called action level — is set too high, at 15 parts per billion of lead in the water.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
260," Too many test results above that threshold are a red flag for water utilities, a sign that they might have a lead problem.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
261,"The number is often cited as a threshold for public health, but no amount of lead is considered safe for human consumption.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
262,"Cohen points to the goal written into the rule, which is zero lead in drinking water.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
263," The action level, he says, is ""not really designed to identify a safe level of lead in drinking water.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
264,"""In June, the American Academy of Pediatrics called on federal regulators to tighten lead oversight, including lowering the action level.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
265," The Academy claimed that lead thresholds are set too high, they aren't based on science, and they create an ""illusion of safety.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
266, Lanphear was the lead author on the AAP policy.,lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
267,"""We've consistently said that no level of lead is safe,"" says Joel Beauvias, the deputy assistant administrator for the EPA's Office of Water.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
268,"While the ultimate fix would be to replace all lead service lines and lead plumbing, that's a daunting task.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
269," In the meantime, there is a call for greater transparency about where lead service lines are in use so that people can reduce their risks.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
270,'s water utility published a map of the lead service lines it knows about.,lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
271," The map is incomplete; there are more than 13,000 homes on the map that may or may not have lead pipes.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
272,"George Hawkins, the general manager for DC Water, said it is in everyone's best interest to make lead service line inventories public.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
273, The information helps homeowners manage risks in the short term and can encourage them to replace lead service lines.,lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
274,Although lead levels have gone down significantly in D.,lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
275," since the 2004 crisis, the majority of homes the utility has tested in recent years have still shown small amounts of lead in the water — 1 or 2 parts per billion.",lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
276,Gillis decided that even small amounts of sporadic lead release weren't OK for her two children.,lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
277, She and her husband decided to have their lead service line replaced in May.,lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
278,She's had both of her children tested for lead and is reassured by the results.,lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
